"","id","lon","lat"
"1","8b1860b3409cfff",-0.392363546716805,49.1517060559607
"2","8b1860b3408cfff",-0.390684947434148,49.1514234221026
"3","8b186548201afff",-0.324349349005663,49.2123009501137
"4","8b186086d0ddfff",-0.398032236033971,49.186142280659
"5","8b18654824a8fff",-0.337147036471898,49.2146098732547
"6","8b186549c42efff",-0.34421971172405,49.1956347778135
"7","8b186549ddb6fff",-0.321717006058526,49.187739806661
"8","8b1860b26c21fff",-0.33857852324137,49.1449758711143
"9","8b186549a5b4fff",-0.390942700478286,49.1780775475692
"10","8b18654992cefff",-0.322124055279684,49.1448274359819
"11","8b186086d830fff",-0.388967172145411,49.1967492912913
"12","8b1865493673fff",-0.390470792232802,49.2016801191092
"13","8b1865499b8cfff",-0.315143128513461,49.1560749395382
"14","8b186549b85bfff",-0.346788964778317,49.1564511815637
"15","8b1865490471fff",-0.382872912737576,49.229193132227
"16","8b186086c24bfff",-0.408666972204012,49.1955335749177
"17","8b1865499974fff",-0.313147622222597,49.1639245888194
"18","8b1865491536fff",-0.364927564733833,49.2175454208701
"19","8b1860b34b8cfff",-0.377351208840722,49.1522480972354
"20","8b186549a801fff",-0.367937899151446,49.1775636464039
"21","8b186549cd8afff",-0.340773850445016,49.2027995299466
"22","8b186086901efff",-0.408583937162933,49.1696426204054
"23","8b1860b26d26fff",-0.337808882227216,49.1485013707502
"24","8b18654986c1fff",-0.35364078862949,49.1649180391883
"25","8b1865490394fff",-0.373967977553269,49.2243310828355
"26","8b1860b34432fff",-0.400034438665424,49.1554831390665
"27","8b1860868329fff",-0.419314217191809,49.1821201191448
"28","8b18654936dafff",-0.395825274624471,49.1998043871173
"29","8b18654984e3fff",-0.357319733314598,49.1735797787291
"30","8b186549aa26fff",-0.363532761393036,49.1712653163268
"31","8b1865499473fff",-0.334546668141407,49.1564306666369
"32","8b1865491ccdfff",-0.358252929986772,49.2152502475876
"33","8b1860b340a5fff",-0.389779618222411,49.1530256903428
"34","8b186086d2a2fff",-0.395849040005307,49.1824123341304
"35","8b1865499559fff",-0.332823965051207,49.1573092821983
"36","8b186549aad9fff",-0.366477386497863,49.166060015855
"37","8b186549cc9efff",-0.343813303333655,49.2006819342002
"38","8b186086d516fff",-0.408257864498848,49.1951723851779
"39","8b1860b36c6dfff",-0.417138475660289,49.1555818681015
"40","8b186549085afff",-0.36502858443936,49.2314459085086
"41","8b1860869a02fff",-0.395967374345762,49.1681044019575
"42","8b1865499ce0fff",-0.329469624344282,49.1621520323472
"43","8b1860b36c72fff",-0.420679729391934,49.1569083217724
"44","8b1865490358fff",-0.366291765832092,49.2205523074883
"45","8b186548a490fff",-0.311606747931161,49.1601552125688
"46","8b186549eccefff",-0.370402978241335,49.195959869631
"47","8b1860b35852fff",-0.358885053522069,49.1383137483194
"48","8b1865499a11fff",-0.314372688856491,49.154190174484
"49","8b1865499d9afff",-0.33355121973926,49.1657656902974
"50","8b186086c8e0fff",-0.408917064801559,49.2113625467271
"51","8b186086db4efff",-0.379607697285324,49.187278770753
"52","8b1860869d9dfff",-0.414544354567788,49.1797099156688
"53","8b1860b368f5fff",-0.412101028908041,49.1547348270921
"54","8b1860b34142fff",-0.383247730224482,49.1526566825272
"55","8b18654998c8fff",-0.318225618852051,49.1582044677653
"56","8b1865482259fff",-0.316318632025695,49.2015893751355
"57","8b186086d382fff",-0.395352248314417,49.1843754118829
"58","8b186549a211fff",-0.373098353891978,49.1641059185292
"59","8b186086ca33fff",-0.405095435452335,49.2061883456021
"60","8b1865491660fff",-0.357428821721913,49.2037110113493
"61","8b1865493cf4fff",-0.390986745528005,49.2159449964494
"62","8b186086d0eafff",-0.396535073649379,49.1866212146333
"63","8b186549d308fff",-0.307434149899948,49.1696827706962
"64","8b1865493641fff",-0.389243886246678,49.2005964571749
"65","8b186549dc49fff",-0.314007333532069,49.1797119670748
"66","8b18654820a5fff",-0.325347767862401,49.2137850382776
"67","8b186549ea04fff",-0.352883232101594,49.1900810438975
"68","8b1860868791fff",-0.438884544738396,49.1843848631638
"69","8b1865491305fff",-0.34740055501195,49.2062570663656
"70","8b186086d9a0fff",-0.390149935628,49.1989949537317
"71","8b186549c251fff",-0.328021311334445,49.1831047117911
"72","8b186549ed06fff",-0.367821414424268,49.2026869100893
"73","8b1865498d08fff",-0.346800705321528,49.1834995169769
"74","8b18654950cbfff",-0.343868671590575,49.2265595432687
"75","8b1865495359fff",-0.334743477998398,49.222095427446
"76","8b1865499388fff",-0.322985452519659,49.149798160129
"77","8b1860869c93fff",-0.417582053864612,49.1775890192107
"78","8b186549c872fff",-0.324484532956533,49.198000817623
"79","8b186086d86cfff",-0.383607436500396,49.1932152601503
"80","8b1865498781fff",-0.354913717766988,49.1702498750195
"81","8b1865482440fff",-0.331519210848795,49.212635960407
"82","8b1860b3441dfff",-0.399260789208594,49.1535982252333
"83","8b186086d48afff",-0.41224555722646,49.1902880348567
"84","8b186549986cfff",-0.312468134384579,49.1597161296427
"85","8b1860868768fff",-0.428619743919421,49.1819296521982
"86","8b18654957b2fff",-0.354356689887089,49.2286224202404
"87","8b186549e036fff",-0.365862631614634,49.1931478180358
"88","8b1865490871fff",-0.363485896495497,49.2330854242546
"89","8b186549a922fff",-0.366307639775017,49.1815282811053
"90","8b186549a4d3fff",-0.391206835154468,49.1711043219272
"91","8b186549ac46fff",-0.377647353861296,49.1777384209214
"92","8b186086944cfff",-0.415162838227139,49.1688483014858
"93","8b186086cce4fff",-0.420455799469009,49.2137415230679
"94","8b186549aa53fff",-0.363257874618027,49.1674177233401
"95","8b186549c756fff",-0.338999842380323,49.1886140432264
"96","8b186549e976fff",-0.353795740442764,49.1992976624522
"97","8b186086cd6efff",-0.414463922186257,49.2156573198564
"98","8b186086d0c9fff",-0.396579001477483,49.1854590812837
"99","8b18608694a8fff",-0.4216116157771,49.1715408038699
"100","8b1860b36b1cfff",-0.405698732193862,49.1508795619993
"101","8b1865493190fff",-0.389438643065257,49.2121764615385
"102","8b1865493d61fff",-0.383088381431508,49.217976126821
"103","8b186549e6e8fff",-0.372388503658984,49.1826997354373
"104","8b1865493ad8fff",-0.375810827559039,49.2037415054199
"105","8b1860b34163fff",-0.381751472897475,49.1531357348444
"106","8b18654956dcfff",-0.352718604850508,49.221769735154
"107","8b1865499d31fff",-0.327565940396977,49.1676782122812
"108","8b1860868293fff",-0.429341840090546,49.1795654996238
"109","8b1865483658fff",-0.308473662976736,49.1862306580739
"110","8b186549e309fff",-0.35814341047549,49.1851214871123
"111","8b186549a85dfff",-0.36593947403408,49.1745951536863
"112","8b1865498d0cfff",-0.346574055341322,49.1838997966152
"113","8b186549e4e1fff",-0.376707131932803,49.1913216383008
"114","8b186549e68afff",-0.376972927722687,49.1843495861451
"115","8b186549ba30fff",-0.344792643770433,49.1534823236437
"116","8b186549d4e4fff",-0.325752907048152,49.1762893286807
"117","8b186549ea12fff",-0.355423995991415,49.1899251119579
"118","8b186549105dfff",-0.351349700353305,49.2079468254653
"119","8b186086841afff",-0.440618819524795,49.1889158930456
"120","8b18654954dbfff",-0.357307940277762,49.2288281926214
"121","8b1860b2656afff",-0.342202879881434,49.1385691073469
"122","8b1865492b75fff",-0.388682941233958,49.2265183237268
"123","8b186086d222fff",-0.391401875523003,49.1826869399473
"124","8b1865498c42fff",-0.346753499570883,49.1792522076745
"125","8b1860b341b2fff",-0.391143900157866,49.1560336686827
"126","8b186549c69efff",-0.347301241373587,49.1869461608424
"127","8b1865493ce2fff",-0.390168599438814,49.2152225835202
"128","8b186549ed73fff",-0.365368919959768,49.2005193189203
"129","8b186549b382fff",-0.355309715707436,49.148970070737
"130","8b18654956cdfff",-0.350630108236248,49.2211249251175
"131","8b186549b4dafff",-0.371002235076037,49.1526402241757
"132","8b1860b34cd2fff",-0.395092521480855,49.1577220165474
"133","8b1865498addfff",-0.33513896878556,49.1683730779086
"134","8b186549136dfff",-0.342861428485513,49.2034444082115
"135","8b1860b34748fff",-0.389635178756599,49.1456899077964
"136","8b1865491ae3fff",-0.342726574957114,49.2069294096287
"137","8b18654954e1fff",-0.35449397426381,49.2305453252796
"138","8b186549170cfff",-0.358974279722053,49.2074796202435
"139","8b186086c781fff",-0.426115575401485,49.203729890854
"140","8b186086829afff",-0.429158895833421,49.1788037307419
"141","8b1865491a20fff",-0.340912453193523,49.2101307107729
"142","8b1860b349b5fff",-0.38225941061845,49.1619944143211
"143","8b186086d0a2fff",-0.39998931463681,49.1902726078113
"144","8b1865498423fff",-0.355733728007393,49.1763822357405
"145","8b18608681abfff",-0.428542740895194,49.1896652591075
"146","8b186549bc34fff",-0.360443212902661,49.1637264590305
"147","8b186549b96cfff",-0.341984048433979,49.1606109940151
"148","8b186549848cfff",-0.360223791192596,49.1749468801434
"149","8b186086888dfff",-0.42273595990842,49.1923442179279
"150","8b186549b4c3fff",-0.369506043638014,49.1531190924994
"151","8b1860b265b5fff",-0.350500257426187,49.1423094865178
"152","8b186549bb0dfff",-0.34139230579833,49.1540778726392
"153","8b186086bd68fff",-0.436235325516581,49.1760447830727
"154","8b186549001afff",-0.375515216664664,49.228099308293
"155","8b186549d808fff",-0.305527261039816,49.1806160356346
"156","8b186549a5a5fff",-0.388854596761391,49.1774335115921
"157","8b1860b268acfff",-0.330871828329107,49.1423579709605
"158","8b186549a8d3fff",-0.371837495320139,49.1750048145545
"159","8b1865495491fff",-0.360125357525155,49.2325185048415
"160","8b1860868ccdfff",-0.43163401733216,49.1917927600848
"161","8b1860868369fff",-0.416450516896271,49.1795918291869
"162","8b186549b79cfff",-0.367281888831133,49.1505507732127
"163","8b186086c254fff",-0.410486198339739,49.1977399696183
"164","8b186549d1a8fff",-0.314914453769587,49.1781112532642
"165","8b1860869b58fff",-0.39197402280325,49.1675783026812
"166","8b18654824a3fff",-0.337964158619712,49.2153324920952
"167","8b186549b519fff",-0.36678869010187,49.1579247523979
"168","8b1865490709fff",-0.378826608625343,49.2244192930972
"169","8b18654996c8fff",-0.333456392855458,49.1464501679932
"170","8b1865499661fff",-0.328107644354247,49.1483245073956
"171","8b186549565afff",-0.34913233509392,49.2216027897947
"172","8b186549e96efff",-0.351526085465478,49.1978914314076
"173","8b186086c4d1fff",-0.4306619276849,49.2065403180247
"174","8b1860868925fff",-0.416206278539195,49.1973863192388
"175","8b186549c006fff",-0.33414707030043,49.1939334352413
"176","8b186549ac14fff",-0.381552336341872,49.1805893389791
"177","8b186549cc28fff",-0.336190485425156,49.2011483633542
"178","8b186549ed13fff",-0.369318820202293,49.2022085715933
"179","8b186549c504fff",-0.343676438472393,49.1987586976099
"180","8b1865493cabfff",-0.392031481469989,49.216267087225
"181","8b1865493b6cfff",-0.366781398239778,49.2077733997667
"182","8b186549bd61fff",-0.354138587186062,49.162955176163
